Code,Class,NMO,DIT,Smell
"class Printer {
    void print() {
        System.out.println(""Printing document"");
    }
}

class InkjetPrinter extends Printer {
    @Override
    void print() {
        System.out.println(""Printing with inkjet printer"");
    }
}

class LaserPrinter extends InkjetPrinter {
    @Override
    void print() {
        System.out.println(""Printing with laser printer"");
    }
}
",InkjetPrinter ,1,2,1
"class Printer {
    void print() {
        System.out.println(""Printing document"");
    }
}

class InkjetPrinter extends Printer {
    @Override
    void print() {
        System.out.println(""Printing with inkjet printer"");
    }
}

class LaserPrinter extends InkjetPrinter {
    @Override
    void print() {
        System.out.println(""Printing with laser printer"");
    }
}
",LaserPrinter ,1,3,1
"class Toy {
    void play() {
        System.out.println(""Playing with toy"");
    }
    void store() {
        System.out.println(""Storing toy"");
    }
    void repair() {
        System.out.println(""Repairing toy"");
    }
}

class Doll extends Toy {
    @Override
    void play() {
        System.out.println(""Playing with doll"");
    }
    @Override
    void store() {
        System.out.println(""Storing doll"");
    }
}

class ActionFigure extends Doll {
    @Override
    void repair() {
        System.out.println(""Repairing action figure"");
    }
    @Override
    void play() {
        System.out.println(""Playing with action figure"");
    }
}

class Robot extends ActionFigure {
    @Override
    void store() {
        System.out.println(""Storing robot"");
    }
    @Override
    void repair() {
        System.out.println(""Repairing robot"");
    }
}",Robot,2,4,1
"class Toy {
    void play() {
        System.out.println(""Playing with toy"");
    }
    void store() {
        System.out.println(""Storing toy"");
    }
    void repair() {
        System.out.println(""Repairing toy"");
    }
}

class Doll extends Toy {
    @Override
    void play() {
        System.out.println(""Playing with doll"");
    }
    @Override
    void store() {
        System.out.println(""Storing doll"");
    }
}

class ActionFigure extends Doll {
    @Override
    void repair() {
        System.out.println(""Repairing action figure"");
    }
    @Override
    void play() {
        System.out.println(""Playing with action figure"");
    }
}

class Robot extends ActionFigure {
    @Override
    void store() {
        System.out.println(""Storing robot"");
    }
}
",,1,4,1
"class Food {
    void cook() {
        System.out.println(""Cooking food"");
    }
    void serve() {
        System.out.println(""Serving food"");
    }
}

class Pasta extends Food {
    @Override
    void cook() {
        System.out.println(""Cooking pasta"");
    }
    @Override
    void serve() {
        System.out.println(""Serving pasta"");
    }
}",Food,0,1,0
"class Food {
    void cook() {
        System.out.println(""Cooking food"");
    }
    void serve() {
        System.out.println(""Serving food"");
    }
}

class Pasta extends Food {
    @Override
    void cook() {
        System.out.println(""Cooking pasta"");
    }
    @Override
    void serve() {
        System.out.println(""Serving pasta"");
    }
}",Pasta,2,2,1
"class Food {
    void cook() {
        System.out.println(""Cooking food"");
    }
}

class Pasta extends Food {
    @Override
    void cook() {
        System.out.println(""Cooking pasta"");
    }
}
",Food,0,1,0
"class Food {
    void cook() {
        System.out.println(""Cooking food"");
    }
}

class Pasta extends Food {
    @Override
    void cook() {
        System.out.println(""Cooking pasta"");
    }
}
",Pasta,1,2,1
"class Gadget {
    void turnOn() {
        System.out.println(""Turning on gadget"");
    }
    void turnOff() {
        System.out.println(""Turning off gadget"");
    }
    void use() {
        System.out.println(""Using gadget"");
    }
    void charge() {
        System.out.println(""Charging gadget"");
    }
}

class Tablet extends Gadget {
    void turnOn() {
        System.out.println(""Turning on gadget"");
    }
    void turnOff() {
        System.out.println(""Turning off gadget"");
    }
    void use() {
        System.out.println(""Using gadget"");
    }
    void charge() {
        System.out.println(""Charging gadget"");
    }
}

class SmartTablet extends Tablet {
    void turnOn() {
        System.out.println(""Turning on gadget"");
    }
    void turnOff() {
        System.out.println(""Turning off gadget"");
    }
    void use() {
        System.out.println(""Using gadget"");
    }
    void charge() {
        System.out.println(""Charging gadget"");
    }
}
",Tablet,4,2,1
"class Gadget {
    void turnOn() {
        System.out.println(""Turning on gadget"");
    }
    void turnOff() {
        System.out.println(""Turning off gadget"");
    }
    void use() {
        System.out.println(""Using gadget"");
    }
    void charge() {
        System.out.println(""Charging gadget"");
    }
}

class Tablet extends Gadget {
    void turnOn() {
        System.out.println(""Turning on gadget"");
    }
    void turnOff() {
        System.out.println(""Turning off gadget"");
    }
    void use() {
        System.out.println(""Using gadget"");
    }
    void charge() {
        System.out.println(""Charging gadget"");
    }
}

class SmartTablet extends Tablet {
    void turnOn() {
        System.out.println(""Turning on gadget"");
    }
    void turnOff() {
        System.out.println(""Turning off gadget"");
    }
    void use() {
        System.out.println(""Using gadget"");
    }
    void charge() {
        System.out.println(""Charging gadget"");
    }
}
",SmartTablet,4,3,1
"class Gadget {
    void turnOn() {
        System.out.println(""Turning on gadget"");
    }
    void turnOff() {
        System.out.println(""Turning off gadget"");
    }
    void use() {
        System.out.println(""Using gadget"");
    }
}

class Tablet extends Gadget {
    void turnOn() {
        System.out.println(""Turning on gadget"");
    }
    void turnOff() {
        System.out.println(""Turning off gadget"");
    }
    void use() {
        System.out.println(""Using gadget"");
    }
}

class SmartTablet extends Tablet {
    void turnOn() {
        System.out.println(""Turning on gadget"");
    }
    void turnOff() {
        System.out.println(""Turning off gadget"");
    }
    void use() {
        System.out.println(""Using gadget"");
    }
}
",Tablet,3,2,1
"class Gadget {
    void turnOn() {
        System.out.println(""Turning on gadget"");
    }
    void turnOff() {
        System.out.println(""Turning off gadget"");
    }
    void use() {
        System.out.println(""Using gadget"");
    }
}

class Tablet extends Gadget {
    void turnOn() {
        System.out.println(""Turning on gadget"");
    }
    void turnOff() {
        System.out.println(""Turning off gadget"");
    }
    void use() {
        System.out.println(""Using gadget"");
    }
}

class SmartTablet extends Tablet {
    void turnOn() {
        System.out.println(""Turning on gadget"");
    }
    void turnOff() {
        System.out.println(""Turning off gadget"");
    }
    void use() {
        System.out.println(""Using gadget"");
    }
}
",SmartTablet,3,3,1
